Change Log
==================================================

File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/03/28.md | Original: 'addz some' | Updated: 'addz  some'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/06.md | Original: 'szczecin' | Updated: 'sz czecin'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/06.md | Original: 'meetzcw' | Updated: 'meetz cw'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/06.md | Original: 'szczecin' | Updated: 'sz czecin'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/06.md | Original: 'getzback' | Updated: 'getz back'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/26.md | Original: 'parkzway' | Updated: 'parkz way'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/12.md | Original: 'usezblack' | Updated: 'usez black'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/12.md | Original: 'blitzkrieg' | Updated: 'blitz krieg'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/12.md | Original: 'getzsome' | Updated: 'getz some'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/12.md | Original: 'getzflux' | Updated: 'getz flux'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/12.md | Original: 'putzsome' | Updated: 'putz some'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/12.md | Original: 'fillzthe' | Updated: 'fillz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/02.md | Original: 'takeznone' | Updated: 'takez none'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/27.md | Original: 'setzthe' | Updated: 'setz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/27.md | Original: 'takezpictures' | Updated: 'takez pictures'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/13.md | Original: 'triezhome' | Updated: 'triez home'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/13.md | Original: 'realizezthe' | Updated: 'realizez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/03.md | Original: 'triezto' | Updated: 'triez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/03.md | Original: 'tacklezthe' | Updated: 'tacklez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/03.md | Original: 'climbzthe' | Updated: 'climbz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/03.md | Original: 'splitzthe' | Updated: 'splitz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/03.md | Original: 'fetcheznoij' | Updated: 'fetchez noij'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/03.md | Original: 'komootzto' | Updated: 'komootz to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/03.md | Original: 'blitzg' | Updated: 'blitz g'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/17.md | Original: 'switchbackzfrom' | Updated: 'switchbackz from'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/07.md | Original: 'szczecin' | Updated: 'sz czecin'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/07.md | Original: 'bookzbike' | Updated: 'bookz bike'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/07.md | Original: 'startzthe' | Updated: 'startz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/24.md | Original: 'findzsome' | Updated: 'findz some'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/10.md | Original: 'rewardzdelftie' | Updated: 'rewardz delftie'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/10.md | Original: 'zzs' | Updated: 'zz s'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/10.md | Original: 'managezto' | Updated: 'managez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/14.md | Original: 'killztwo' | Updated: 'killz two'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/14.md | Original: 'getzsuper' | Updated: 'getz super'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/20.md | Original: 'doezthe' | Updated: 'doez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/20.md | Original: 'getzthrown' | Updated: 'getz thrown'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/04.md | Original: 'attemptzto' | Updated: 'attemptz to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/04.md | Original: 'getzhitched' | Updated: 'getz hitched'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/04.md | Original: 'findzthe' | Updated: 'findz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/04.md | Original: 'organiseztwo' | Updated: 'organisez two'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/04.md | Original: 'getzpre' | Updated: 'getz pre'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/21.md | Original: 'hangzthe' | Updated: 'hangz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/05.md | Original: 'szczecin' | Updated: 'sz czecin'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/25.md | Original: 'pushezthings' | Updated: 'pushez things'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/25.md | Original: 'setzthe' | Updated: 'setz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/25.md | Original: 'getzthe' | Updated: 'getz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/25.md | Original: 'takezthe' | Updated: 'takez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/25.md | Original: 'collectzbib' | Updated: 'collectz bib'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/25.md | Original: 'takezthe' | Updated: 'takez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/01.md | Original: 'commitzto' | Updated: 'commitz to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/01.md | Original: 'makezroom' | Updated: 'makez room'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/02/01.md | Original: 'hostzthe' | Updated: 'hostz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/11/02.md | Original: 'movezstuff' | Updated: 'movez stuff'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/11/02.md | Original: 'quizcard' | Updated: 'quiz card'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/11/03.md | Original: 'triezto' | Updated: 'triez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/11/05.md | Original: 'procrastinatezwith' | Updated: 'procrastinatez with'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/11/05.md | Original: 'izlamaphobia' | Updated: 'iz lamaphobia'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/11/01.md | Original: 'learnz about' | Updated: 'learnz  about'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/28.md | Original: 'fightzto' | Updated: 'fightz to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/28.md | Original: 'dazzle' | Updated: 'dazz le'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/08.md | Original: 'bookzbrooklyn' | Updated: 'bookz brooklyn'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/08.md | Original: 'choosezrefundable' | Updated: 'choosez refundable'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/08.md | Original: 'discussezthecio' | Updated: 'discussez thecio'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/19.md | Original: 'waitzfor' | Updated: 'waitz for'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/19.md | Original: 'takezdifferent' | Updated: 'takez different'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/09.md | Original: 'managezto' | Updated: 'managez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/09.md | Original: 'decidezto' | Updated: 'decidez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/09.md | Original: 'findzsocks' | Updated: 'findz socks'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/29.md | Original: 'bikezslow' | Updated: 'bikez slow'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/26.md | Original: 'zzs' | Updated: 'zz s'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/26.md | Original: 'swapzthe' | Updated: 'swapz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/12.md | Original: 'playzthe' | Updated: 'playz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/12.md | Original: 'zzs' | Updated: 'zz s'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/02.md | Original: 'snatcheztime' | Updated: 'snatchez time'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/02.md | Original: 'managezto' | Updated: 'managez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/27.md | Original: 'getzlost' | Updated: 'getz lost'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/27.md | Original: 'decidezto' | Updated: 'decidez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/13.md | Original: 'kfzSzvVWMc6RHaNS9' | Updated: 'kfz Sz vVWMc6RHaNS9'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/03.md | Original: 'SyNZFz4ugvk1sVAZ6' | Updated: 'SyNZFz 4ugvk1sVAZ6'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/03.md | Original: 'forgetzto' | Updated: 'forgetz to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/17.md | Original: 'jogzhome' | Updated: 'jogz home'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/17.md | Original: 'earztwo' | Updated: 'earz two'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/23.md | Original: 'pretendzto' | Updated: 'pretendz to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/23.md | Original: 'grillzthe' | Updated: 'grillz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/23.md | Original: 'recoverzfrom' | Updated: 'recoverz from'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/24.md | Original: 'cravezsun' | Updated: 'cravez sun'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/24.md | Original: 'triezjellyfin' | Updated: 'triez jellyfin'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/14.md | Original: 'workzwith' | Updated: 'workz with'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/14.md | Original: 'consumezgranola' | Updated: 'consumez granola'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/20.md | Original: 'KiTdhQK3NRzgNhRs7' | Updated: 'KiTdhQK3NRz gNhRs7'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/20.md | Original: 'getztested' | Updated: 'getz tested'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/20.md | Original: 'getzblood' | Updated: 'getz blood'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/20.md | Original: 'dizzy' | Updated: 'dizz y'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/20.md | Original: 'getzhome' | Updated: 'getz home'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/20.md | Original: 'triezmr' | Updated: 'triez mr'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/30.md | Original: 'proceedzto' | Updated: 'proceedz to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/30.md | Original: 'managezto' | Updated: 'managez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/30.md | Original: 'bikezback' | Updated: 'bikez back'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/30.md | Original: 'hangzthe' | Updated: 'hangz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/04.md | Original: 'makezchai' | Updated: 'makez chai'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/04.md | Original: 'forgetzthe' | Updated: 'forgetz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/04.md | Original: 'drivezto' | Updated: 'drivez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/04.md | Original: 'giftzdelftie' | Updated: 'giftz delftie'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/04.md | Original: 'triezto' | Updated: 'triez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/15.md | Original: 'createztwo' | Updated: 'createz two'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/15.md | Original: 'getzbanned' | Updated: 'getz banned'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/21.md | Original: 'fiddlezfurther' | Updated: 'fiddlez further'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/21.md | Original: 'decidezto' | Updated: 'decidez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/31.md | Original: 'cancelzthe' | Updated: 'cancelz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/05.md | Original: 'findzmost' | Updated: 'findz most'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/05.md | Original: 'dropzher' | Updated: 'dropz her'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/05.md | Original: 'goezfor' | Updated: 'goez for'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/05.md | Original: 'triezto' | Updated: 'triez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/05.md | Original: 'getzstarted' | Updated: 'getz started'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/25.md | Original: 'agreezwith' | Updated: 'agreez with'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/25.md | Original: 'agreezwith' | Updated: 'agreez with'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/25.md | Original: 'zzs' | Updated: 'zz s'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/11.md | Original: 'leavezyaris' | Updated: 'leavez yaris'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/11.md | Original: 'walkzto' | Updated: 'walkz to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/11.md | Original: 'attemptzto' | Updated: 'attemptz to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/11.md | Original: 'findzwickholm' | Updated: 'findz wickholm'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/01.md | Original: 'swapzscreens' | Updated: 'swapz screens'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/01.md | Original: 'getzthe' | Updated: 'getz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/01.md | Original: 'fightzfor' | Updated: 'fightz for'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/01.md | Original: 'fiddlezsome' | Updated: 'fiddlez some'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/10/01.md | Original: 'sufferzthe' | Updated: 'sufferz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/28.md | Original: 'managezto' | Updated: 'managez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/28.md | Original: 'triezto' | Updated: 'triez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/28.md | Original: 'goezto' | Updated: 'goez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/18.md | Original: 'goezfor' | Updated: 'goez for'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/18.md | Original: 'eatzbefore' | Updated: 'eatz before'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/18.md | Original: 'getzsome' | Updated: 'getz some'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/18.md | Original: 'checkzwindy' | Updated: 'checkz windy'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/08.md | Original: 'm71QngBozhh4xzES9' | Updated: 'm71QngBoz hh4xzES9'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/08.md | Original: 'putzthings' | Updated: 'putz things'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/08.md | Original: 'addzguitar' | Updated: 'addz guitar'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/08.md | Original: 'gluezthe' | Updated: 'gluez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/08.md | Original: 'getzrust' | Updated: 'getz rust'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/08.md | Original: 'heatzthe' | Updated: 'heatz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/08.md | Original: 'zzs' | Updated: 'zz s'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/08.md | Original: 'triezto' | Updated: 'triez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/08.md | Original: 'avoidzthe' | Updated: 'avoidz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/19.md | Original: 'commitzto' | Updated: 'commitz to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/19.md | Original: 'primeztoo' | Updated: 'primez too'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/19.md | Original: 'goezthe' | Updated: 'goez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/09.md | Original: 'decidezto' | Updated: 'decidez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/09.md | Original: 'doezsome' | Updated: 'doez some'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/09.md | Original: 'bizniz' | Updated: 'biz niz'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/29.md | Original: 'tellzstories' | Updated: 'tellz stories'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/29.md | Original: 'movezto' | Updated: 'movez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/29.md | Original: 'decidezto' | Updated: 'decidez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/29.md | Original: 'calculatezthe' | Updated: 'calculatez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/22.md | Original: 'getzprepped' | Updated: 'getz prepped'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/22.md | Original: 'zzs' | Updated: 'zz s'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/22.md | Original: 'goezcreate' | Updated: 'goez create'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/06.md | Original: 'getzrid' | Updated: 'getz rid'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/06.md | Original: 'lookzfor' | Updated: 'lookz for'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/26.md | Original: 'triezto' | Updated: 'triez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/26.md | Original: 'goezfor' | Updated: 'goez for'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/26.md | Original: 'learnzquite' | Updated: 'learnz quite'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/12.md | Original: 'explorezthe' | Updated: 'explorez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/12.md | Original: 'dropzher' | Updated: 'dropz her'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/12.md | Original: 'rendesvouzwith' | Updated: 'rendesvouz with'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/02.md | Original: 'szcsecin' | Updated: 'sz csecin'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/02.md | Original: 'movezbig' | Updated: 'movez big'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/02.md | Original: 'ridezwith' | Updated: 'ridez with'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/02.md | Original: 'decidezto' | Updated: 'decidez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/27.md | Original: 'preparezbreakfast' | Updated: 'preparez breakfast'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/27.md | Original: 'eatzvery' | Updated: 'eatz very'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/27.md | Original: 'getzlabeled' | Updated: 'getz labeled'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/27.md | Original: 'doezteeone' | Updated: 'doez teeone'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/27.md | Original: 'ridezmuch' | Updated: 'ridez much'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/27.md | Original: 'triezto' | Updated: 'triez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/13.md | Original: 'cookztoo' | Updated: 'cookz too'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/13.md | Original: 'decidezto' | Updated: 'decidez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/13.md | Original: 'managezto' | Updated: 'managez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/03.md | Original: 'szczecin' | Updated: 'sz czecin'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/03.md | Original: 'skipzsocializing' | Updated: 'skipz socializing'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/03.md | Original: 'escapezthe' | Updated: 'escapez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/17.md | Original: '5mzNKHhhESUbLqkJ9' | Updated: '5mz NKHhhESUbLqkJ9'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/23.md | Original: 'decidezto' | Updated: 'decidez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/23.md | Original: 'realizezthe' | Updated: 'realizez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/23.md | Original: 'doeznothing' | Updated: 'doez nothing'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/23.md | Original: 'movezto' | Updated: 'movez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/23.md | Original: 'getzgood' | Updated: 'getz good'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/23.md | Original: 'leavezto' | Updated: 'leavez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/07.md | Original: 'makezway' | Updated: 'makez way'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/07.md | Original: 'doeztencay' | Updated: 'doez tencay'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/24.md | Original: 'streamzfrom' | Updated: 'streamz from'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/10.md | Original: 'agreezto' | Updated: 'agreez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/10.md | Original: 'forgetzgoggles' | Updated: 'forgetz goggles'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/10.md | Original: 'givezdsotm' | Updated: 'givez dsotm'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/14.md | Original: 'getztickets' | Updated: 'getz tickets'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/14.md | Original: 'makezthe' | Updated: 'makez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/14.md | Original: 'getzbad' | Updated: 'getz bad'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/20.md | Original: 'getzgpx' | Updated: 'getz gpx'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/20.md | Original: 'decidezfor' | Updated: 'decidez for'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/30.md | Original: 'orderzchain' | Updated: 'orderz chain'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/30.md | Original: 'collectzchink' | Updated: 'collectz chink'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/30.md | Original: 'repeatzlast' | Updated: 'repeatz last'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/30.md | Original: 'assemblezthe' | Updated: 'assemblez the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/04.md | Original: 'szczecin' | Updated: 'sz czecin'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/04.md | Original: 'SAzPj4LJXVxACpL49' | Updated: 'SAz Pj4LJXVxACpL49'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/04.md | Original: 'suggestzto' | Updated: 'suggestz to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/15.md | Original: 'chillzsnowy' | Updated: 'chillz snowy'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/15.md | Original: 'boardzthe' | Updated: 'boardz the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/15.md | Original: 'eatzhaloushki' | Updated: 'eatz haloushki'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/15.md | Original: 'meetzwith' | Updated: 'meetz with'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/15.md | Original: 'getztwo' | Updated: 'getz two'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/31.md | Original: 'packzfor' | Updated: 'packz for'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/31.md | Original: 'rebootzpavillion' | Updated: 'rebootz pavillion'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/05.md | Original: 'waitzfor' | Updated: 'waitz for'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/05.md | Original: 'swimz the' | Updated: 'swimz  the'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/05.md | Original: 'addzvolume' | Updated: 'addz volume'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/05.md | Original: 'zzs' | Updated: 'zz s'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/25.md | Original: 'preparezbrekkie' | Updated: 'preparez brekkie'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/25.md | Original: 'alignzwith' | Updated: 'alignz with'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/25.md | Original: 'triezto' | Updated: 'triez to'
File: /Users/lucarv/Documents/repos/Blot/blot-too/posts/2024/07/25.md | Original: 'getzthe' | Updated: 'getz the'
